id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27991020,Prospect Suite,23388169,Jessica,Brooklyn,Prospect Heights,40.67752,-73.96977,Private room,200,2,33,2020-03-14,1.81,2,347
42529302,Large room with Queen bed,63516048,Melissa,Brooklyn,Dyker Heights,40.622279999999996,-74.00688000000001,Private room,60,5,1,2020-03-14,1.0,1,170
5115372,Comfy Room “1 Guest Only” Near LGA Airport,26432133,Danielle,Queens,East Elmhurst,40.763740000000006,-73.87103,Private room,54,1,531,2020-03-13,13.19,5,363
18173787,Cute Tiny Room “1 Guest Only” by LaGuardia Airport,26432133,Danielle,Queens,East Elmhurst,40.7638,-73.87238,Private room,48,1,519,2020-03-13,14.62,5,359
54508,Sml Rm in pr Brst  Park Sl great for Med/students,210746,Kathleen R.,Brooklyn,Prospect Heights,40.6787,-73.97261999999999,Private room,100,2,380,2020-03-13,3.82,3,0
6639120,King Bed in Trendy Lower East Side,240740,Ariel,Manhattan,Lower East Side,40.7192,-73.99139,Private room,140,1,262,2020-03-13,4.63,1,72
1656539,Lovely townhouse suite with private bath SALE!,93790,Ann,Manhattan,West Village,40.73089,-74.00301999999999,Private room,139,2,224,2020-03-13,2.84,2,67
23666777,Cheapest Bronx private room! Single only 2/5 train,82889379,Shera,Bronx,Woodlawn,40.89873,-73.86449,Private room,34,3,219,2020-03-13,9.48,6,15
11843397,Room 1/2 block from Central Park!,23994508,Erika,Manhattan,East Harlem,40.79533,-73.94764,Private room,70,2,210,2020-03-13,4.38,1,66
3286369,Close to JFK & LGA Feels like home,16608415,Smidty,Brooklyn,East New York,40.67517,-73.89814,Private room,135,1,196,2020-03-13,4.34,3,255
6989436,Spanish Harlem with terrace.,36644635,Ingrid,Manhattan,East Harlem,40.79229,-73.94962,Private room,80,2,174,2020-03-13,3.17,1,172
7860155,Private bedroom in the heart of NYC,24559181,Aldi,Manhattan,Upper East Side,40.76312,-73.96624,Private room,89,1,169,2020-03-13,3.08,3,354
7255577,Cool room Manhattan - Sleeps up to 3 guests,37579015,Ana,Manhattan,Hell's Kitchen,40.758340000000004,-73.99277,Private room,98,1,167,2020-03-13,2.93,3,97
30677069,NEWLY AVAILABLE Private Room only 2 BLOCKS off-LGA,229149810,Tussan,Queens,East Elmhurst,40.76965,-73.87387,Private room,51,1,164,2020-03-13,10.65,3,103
17717799,Neat En-suite  room attached   PRIVATE full bath,120767920,Jimmy &Cindy,Queens,Flushing,40.75708,-73.81268,Private room,51,2,146,2020-03-13,4.04,10,90
2285440,Prime Greenpoint * Big Space *  G Train Outside,11675390,Peter,Brooklyn,Greenpoint,40.73052,-73.95568,Private room,91,4,128,2020-03-13,2.79,1,76
24515198,Sunny bedroom in a designer apartment,185189643,Swann,Queens,Sunnyside,40.7461,-73.91983,Private room,75,3,121,2020-03-13,5.29,1,154
31123611,JFK Airport Great place to stay 6 minutes away,232251881,Lakshmee,Queens,Jamaica,40.66823,-73.78374000000001,Private room,40,1,119,2020-03-13,8.04,9,357
31218310,A HM AWAY FROM HM   Med-Vac NO CLEANING FEES—Q,233485864,Jeannie,Staten Island,New Dorp Beach,40.56662,-74.10444,Private room,50,1,119,2020-03-13,8.32,2,347
21460444,Cozy & close to Everything,155810605,Danielle,Manhattan,East Harlem,40.79047,-73.94865,Private room,100,2,109,2020-03-13,3.8,2,29
19429043,Single bed room facing south w/A/C,127357582,Shannon,Brooklyn,Bedford-Stuyvesant,40.681940000000004,-73.91832,Private room,32,2,108,2020-03-13,3.27,2,107
4988556,Sun-Filled Room near Central Park,12342828,Marco,Manhattan,East Harlem,40.79492,-73.94086999999999,Private room,84,4,104,2020-03-13,2.23,2,100
25309799,Jades place,4520673,Jade,Brooklyn,Williamsburg,40.71458,-73.96169,Private room,65,4,94,2020-03-13,4.33,2,24
34180216,JFK COMFY ROOM FOR TRAVELERS TO CRASH,232251881,Lakshmee,Queens,Jamaica,40.66794,-73.78483,Private room,39,1,93,2020-03-13,8.66,9,83
14421383,Beautiful Private Sunny Room with Backyard,27001949,Zach,Brooklyn,Bushwick,40.69514,-73.91903,Private room,70,3,86,2020-03-13,1.97,1,126
29440688,Neon Dreams - Private Bedroom in Chelsea,89120831,Shannon & Ryan,Manhattan,Chelsea,40.7487,-73.99678,Private room,100,2,84,2020-03-13,5.06,1,46
38018902,A quiet place like home,147202249,Gary,Queens,Far Rockaway,40.597840000000005,-73.75301999999999,Private room,40,1,75,2020-03-13,11.6,1,71
9990560,Loft Room in East Williamburg,8013847,Michole,Brooklyn,Williamsburg,40.70852,-73.94386999999999,Private room,53,2,58,2020-03-13,1.22,2,310
31675244,Large Bedroom in Excellent Chinatown/LES Apartment,41108789,Ulysses,Manhattan,Chinatown,40.71444,-73.99344,Private room,85,2,56,2020-03-13,4.2,1,45
32664634,Be happy in NYC everything close to you,194804585,Ines,Queens,Jackson Heights,40.75245,-73.88586,Private room,55,3,45,2020-03-13,5.0,2,11
38518194,HOME AWAY FROM HOME,293534640,Maria,Manhattan,Harlem,40.82691,-73.94806,Private room,76,1,45,2020-03-13,7.42,3,266
15420038,Wonderful private bedroom in East Williamsburg,98816024,Elisa,Brooklyn,Williamsburg,40.7111,-73.94351999999999,Private room,95,1,43,2020-03-13,1.04,1,55
38826956,Private room in beautiful Bay Ridge 3 Bed 2 Bath.,271561133,Tommie,Brooklyn,Bay Ridge,40.62534,-74.02459,Private room,40,2,41,2020-03-13,7.37,3,52
39395456,The perfect hide  away from home,302423456,Kerri,Queens,Jamaica,40.6712,-73.77821999999999,Private room,50,1,40,2020-03-13,9.84,3,341
6613106,Sunny Private Room/Single Bed,10014644,Myrta,Brooklyn,Park Slope,40.66775,-73.98151,Private room,60,3,39,2020-03-13,0.67,2,39
36318560,★Luxury Private Room & Private Bath w/Gym★ Midtown,52917571,Linda,Manhattan,Midtown,40.75286,-73.99297,Private room,122,2,39,2020-03-13,4.62,1,66
18970683,Bushwick Cozy Room,131476075,Lakisha,Brooklyn,Bushwick,40.68756,-73.91326,Private room,50,1,37,2020-03-13,1.11,8,180
21698351,佳源家庭旅馆双床房间,157067019,Ada,Queens,Flushing,40.76498,-73.8301,Private room,78,1,37,2020-03-13,1.33,3,84
31511086,Cozy room in Manhattan near Columbia/Midtown,144006321,Lethy,Manhattan,Washington Heights,40.84282,-73.94133000000001,Private room,45,1,34,2020-03-13,2.49,2,173
35425436,Beautiful Brooklyn room in a spacious apartment,266609191,Yvette,Brooklyn,Bedford-Stuyvesant,40.6852,-73.92873,Private room,60,1,32,2020-03-13,3.49,1,157
39380947,A sanctuary away from home,302423456,Kerri,Queens,Jamaica,40.67225,-73.77879,Private room,40,1,31,2020-03-13,6.33,3,69
40181616,COMFORTABLE PRIVATE  ROOM NEXT TO CENTRAL PARK,308688585,Marie,Manhattan,Harlem,40.79995,-73.95283,Private room,70,1,30,2020-03-13,8.26,3,313
29280869,LES private bedroom in safe apartment building,220601248,Nora,Manhattan,Lower East Side,40.718270000000004,-73.98836,Private room,66,2,29,2020-03-13,1.85,2,2
24823404,Large Private Room With Three Windows,137129564,Bing,Queens,Flushing,40.754220000000004,-73.81586,Private room,59,1,28,2020-03-13,1.25,5,90
40378832,East Village Yoga TownHouse w Fireplace ⭐️⭐️⭐️⭐️⭐️,221573750,Alex,Manhattan,East Village,40.72896,-73.98877,Private room,149,1,26,2020-03-13,7.22,2,113
35468870,Very sunny. Free on street  Parking available.,266860944,Rohon,Queens,Rosedale,40.657920000000004,-73.73945,Private room,44,5,24,2020-03-13,2.78,1,75
38662893,Cozy & Beautiful Room in Astoria for all season,160248396,Mars,Queens,Astoria,40.75588,-73.91718,Private room,65,2,22,2020-03-13,3.73,1,51
38981464,Canarsie Convenience #4,275405119,Bazelais,Brooklyn,Canarsie,40.64734,-73.90184,Private room,33,1,21,2020-03-13,3.84,8,327
39513026,Modern Zen room in a PRIME Manhattan,297679711,Kate,Manhattan,Hell's Kitchen,40.76063,-73.99063000000001,Private room,90,2,20,2020-03-13,4.23,3,36
39702886,Private BR in Huge Sun Soaked Brooklyn Apartment,25075208,Alexia,Brooklyn,Sheepshead Bay,40.60646,-73.95529,Private room,70,1,20,2020-03-13,4.88,1,25
34639878,Spring sale! Charming room in Ft.Greene prewar apt,3997038,Zankhana,Brooklyn,Fort Greene,40.68736,-73.97639000000001,Private room,90,2,18,2020-03-13,1.79,1,70
22817544,Creative & Bleach Clean Sanctuary in Brooklyn,4035432,Lisa,Brooklyn,South Slope,40.65965,-73.98573,Private room,100,2,17,2020-03-13,0.72,1,1
36311866,Best location in Bay Ridge. Cozy and private room.,256634262,Jean,Brooklyn,Bay Ridge,40.63107,-74.0255,Private room,46,1,17,2020-03-13,2.12,2,123
34013223,ARTIST ABODE CLOSE TO APOLLO AND SCHOMBURG CENTRE,256817214,Taio,Manhattan,Harlem,40.81597,-73.94114,Private room,72,3,15,2020-03-13,1.57,3,169
40711239,Spacious & super clean room with Private Bathroom,316004032,Brou,Bronx,Allerton,40.86424,-73.86648000000001,Private room,85,1,15,2020-03-13,6.82,1,70
37498686,Gorgeous  basement w/ backyard w/private entrance.,56297007,Davit & Keti,Brooklyn,Bushwick,40.69085,-73.91915,Private room,46,1,12,2020-03-13,2.14,1,8
38626886,WARM ROOM FOR 2 A FEW MINUTES MANHATTAN,295015804,Eliza,Bronx,Kingsbridge,40.8697,-73.90176,Private room,56,5,12,2020-03-13,2.29,1,136
39058145,Graz apartment space 02,204934807,Joseph,Brooklyn,Brownsville,40.656929999999996,-73.91086999999999,Private room,50,2,12,2020-03-13,2.32,2,87
39440195,Upper East Classy room/ 4mins to Subway/10 to TS,299070242,Chuck,Manhattan,Upper East Side,40.78074,-73.95259,Private room,99,4,12,2020-03-13,2.81,2,181
37937595,2min from A&C train small room w/WIFI,272824348,Kay,Brooklyn,Bedford-Stuyvesant,40.68032,-73.95055,Private room,40,1,9,2020-03-13,1.94,4,133
40002939,Kingsbridge 1 or 2 guesses!,284064678,Martin,Bronx,Fordham,40.8671,-73.89386999999999,Private room,60,1,9,2020-03-13,2.27,1,12
40175039,3 MIN WALKING TO SUBWAY!!! Private Room with Full,38494148,Osman Fatih,Queens,Astoria,40.76988,-73.91761,Private room,60,1,8,2020-03-13,2.47,1,57
40176747,One Queen Room in a 3 bedroom apt in Brooklyn,268457896,Marcela,Brooklyn,Bedford-Stuyvesant,40.68343,-73.92828,Private room,50,2,7,2020-03-13,2.41,1,1
10201295,private modern room (long term 1 month or more),1519189,Annie,Brooklyn,Bedford-Stuyvesant,40.6945,-73.94273000000001,Private room,50,2,4,2020-03-13,0.1,2,171
41559646,101Cozy private room in Flushing近地铁交通便利整洁舒适双人床独立房间,327409561,真诚,Queens,Flushing,40.76404,-73.82949,Private room,39,1,4,2020-03-13,2.14,6,333
42144719,In tHe miDdLe Of it aLL! But sUrpriSinglY quiTe.,333893902,Dora,Bronx,Mott Haven,40.81427,-73.9155,Private room,50,1,4,2020-03-13,4.0,2,86
39310492,Spacious Room w/ Private Bath in Heart of Bushwick,214140850,Jason,Brooklyn,Bushwick,40.70194,-73.91974,Private room,50,3,2,2020-03-13,2.0,2,10
42746430,Cozy & Private Bedroom and Bathroom - No Kitchen,145124225,Anthony,Queens,Jamaica,40.6844,-73.79182,Private room,35,1,2,2020-03-13,2.0,1,84
10101135,Room Near JFK Twin Beds,47621202,Dona,Queens,Jamaica,40.66939,-73.76975,Private room,47,1,648,2020-03-12,12.63,2,320
16276632,Cozy Room “1 Guest Only” Near LaGuardia Airport,26432133,Danielle,Queens,East Elmhurst,40.76335,-73.87007,Private room,48,1,615,2020-03-12,15.48,5,362
22750161,JFK ✈️ 3 Comfort 5 Mins from JFK Private Bedroom,156684502,Nalicia,Queens,Springfield Gardens,40.66298,-73.77,Private room,50,1,427,2020-03-12,16.26,3,82
3802218,Cozy Private Bedroom,19533769,Chandra,Bronx,Mott Haven,40.80772,-73.91790999999999,Private room,50,1,357,2020-03-12,5.32,1,114
17754072,Private Room “1 Guest Only” Near LGA Airport,26432133,Danielle,Queens,East Elmhurst,40.76389,-73.87155,Private room,45,1,314,2020-03-12,8.62,5,358
209310,Sunnyside NYC/ AC room/ city views/ near Midtown,1031148,Iulia,Queens,Sunnyside,40.73826,-73.92458,Private room,50,2,280,2020-03-12,2.87,1,259
6796530,Stay in our wonderful loft!,35574300,Spanky,Brooklyn,Gowanus,40.67928,-73.98254,Private room,98,1,278,2020-03-12,4.85,1,277
1386742,Columbus Circle/Central Park/Hells Kitchen,40100,Nicole,Manhattan,Upper West Side,40.76977,-73.98638000000001,Private room,93,2,268,2020-03-12,4.64,1,40
1263964,Designer amazing room in NYC!!,6881792,Carlos,Manhattan,Harlem,40.81388,-73.95105,Private room,95,5,225,2020-03-12,2.83,1,304
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.723290000000006,-73.98486,Private room,65,2,202,2020-03-12,1.85,1,160
25342124,Private Room near Central Park,7249636,Dima,Manhattan,Hell's Kitchen,40.7687,-73.98742,Private room,85,1,198,2020-03-12,9.08,1,38
23784779,Downtown Spacious Bedroom (Queen+Twin) +BREAKFAST,19909972,Jayu,Manhattan,Two Bridges,40.71179,-73.99848,Private room,160,2,193,2020-03-12,8.08,1,76
2193945,BEDROOM WITH PRIVATE BATHROOM,11189139,Mete,Brooklyn,Bedford-Stuyvesant,40.68775,-73.9521,Private room,80,2,172,2020-03-12,2.38,1,304
15576821,Best accommodation N price /NYC professional room.,55948559,Barry,Bronx,Pelham Gardens,40.86663,-73.84139,Private room,35,1,162,2020-03-12,4.84,4,57
14429957,Amazing Private Room close Time Sq & Central Park.,713764,Michelle & Heddy,Manhattan,Hell's Kitchen,40.7632,-73.98875,Private room,149,2,161,2020-03-12,3.76,1,44
22705516,The Quietest Block in Manhattan :),127740507,Kathleen,Manhattan,Harlem,40.83102,-73.94181,Private room,65,1,153,2020-03-12,5.93,2,52
23105516,No hidden fees! Best Bronx deal! 2/5 trains,82889379,Shera,Bronx,Woodlawn,40.8987,-73.86389,Private room,29,1,145,2020-03-12,5.86,6,28
29960687,NYC Apartment-with hand sanitizers and air filter,225261197,Nane,Manhattan,Upper West Side,40.78515,-73.9753,Private room,100,1,139,2020-03-12,8.62,2,257
2847652,A large comfortable room for rest and relaxation,3056690,Gilberto,Manhattan,Washington Heights,40.836870000000005,-73.94324,Private room,45,4,135,2020-03-12,1.9,1,62
10019312,Comfy Spacious room/Lower Manhattan - East Side,44216429,Maria,Manhattan,Gramercy,40.73721,-73.98453,Private room,105,2,135,2020-03-12,2.63,1,341
12953867,Quiet artist apartment w/ backyard,69232570,Jamie,Brooklyn,Bushwick,40.70219,-73.9227,Private room,45,1,131,2020-03-12,2.83,1,52
23232087,A Peaceful Home in Manhattan,127740507,Kathleen,Manhattan,Harlem,40.831179999999996,-73.94325,Private room,47,1,126,2020-03-12,5.03,2,43
20676841,Private room 15 MINS AWAY FROM FERRY by bus,147952036,Mimi,Staten Island,Rosebank,40.61353,-74.06724,Private room,50,2,122,2020-03-12,4.54,1,0
10807838,Spacious Room Near Public Transport and shopping,55948559,Barry,Bronx,Pelham Gardens,40.86553,-73.83993000000001,Private room,35,1,100,2020-03-12,2.21,4,68
24306539,New Chic Designer's Bedroom,16257970,Jackie,Manhattan,Lower East Side,40.71313,-73.98665,Private room,89,3,98,2020-03-12,4.2,2,191
24454114,Walter’s place,54548626,Mia,Queens,Flushing,40.75499,-73.78902,Private room,90,1,95,2020-03-12,4.09,1,353
765315,Bed & Bathroom in Williamsburg Loft,4034995,Susan,Brooklyn,Williamsburg,40.71203,-73.95993,Private room,115,2,92,2020-03-12,1.07,1,163
32463145,BETTER SIDE OF BED-STUY,243875619,David,Brooklyn,Bedford-Stuyvesant,40.68807,-73.94515,Private room,48,1,89,2020-03-12,7.18,2,264
22054258,Chambre pour couple où personne seule,161081229,Ibrahim Maiga,Bronx,Morrisania,40.82496,-73.91389000000001,Private room,45,2,88,2020-03-12,3.3,2,287
25077481,Plant Vibes Private Bedroom,2846279,Nick,Brooklyn,Bedford-Stuyvesant,40.687909999999995,-73.92256,Private room,45,2,86,2020-03-12,3.87,1,86
19011267,East Village Bedroom for Rent,6720525,Robert,Manhattan,East Village,40.72204,-73.97924,Private room,100,3,85,2020-03-12,2.57,1,63
37838821,JFK Tiny Room to sleep,232251881,Lakshmee,Queens,Jamaica,40.66831,-73.78499000000001,Private room,29,1,85,2020-03-12,12.26,9,164
28011594,Large Bedroom Steps from Subway (Ground Flr Room),29582232,Lee And Teri,Brooklyn,Flatbush,40.64184,-73.9642,Private room,68,2,82,2020-03-12,4.34,5,55
33534624,Chic Blush Shine,243489304,Jackie,Manhattan,Chinatown,40.71515,-73.99099,Private room,89,4,70,2020-03-12,6.07,2,108
28317113,!PERFECT PRIVATE ROOM PLACE 2MIN FROM THE SUBWAY!,213795822,Daniela,Brooklyn,Bushwick,40.68235,-73.90602,Private room,55,2,66,2020-03-12,3.98,2,339
25925504,SoHo! Private Room in Comfy Apt!,192951036,Jasmine,Manhattan,SoHo,40.72788,-74.00301,Private room,129,1,65,2020-03-12,3.09,10,65
28101926,Resort style living. Ferry to city 5 min walk.,67048974,Jonathan,Bronx,Clason Point,40.80573,-73.85206,Private room,48,2,63,2020-03-12,3.39,1,85
28415700,Cozy Bdrm in Williamsburg Apt - 5 min from L train,44090067,Khaula,Brooklyn,Williamsburg,40.716229999999996,-73.94328,Private room,70,2,58,2020-03-12,3.8,1,19
37749068,SUPERCUTE BEDROOM 2 DOUBLE BEDS PRIVATE BATHROOM,285415883,Dennis,Brooklyn,Bushwick,40.697540000000004,-73.9357,Private room,70,1,57,2020-03-12,8.18,1,106
29961517,Central Park is Next Door ;),2653479,Brian,Manhattan,Upper West Side,40.80004,-73.96088,Private room,50,2,53,2020-03-12,3.64,3,100
37462634,Unbeatably-centric Bedroom in brick-wall duplex!,261610471,Ludina &,Manhattan,Kips Bay,40.74264,-73.98170999999999,Private room,96,1,53,2020-03-12,7.33,2,265
4784741,Private entrance Private roofdeck NO CLEANING FEE,12374283,Ryan,Manhattan,East Village,40.72333,-73.97948000000001,Private room,125,1,52,2020-03-12,0.91,4,5
23926049,Room w/ private balcony and bathroom in Greenpoint,6900478,Rebecca,Brooklyn,Greenpoint,40.72977,-73.95125,Private room,95,2,52,2020-03-12,4.74,2,77
1728437,Cozy Room in Landmark House,8792814,Caroline,Brooklyn,Prospect-Lefferts Gardens,40.66182,-73.95338000000001,Private room,65,1,51,2020-03-12,0.71,11,280
21801959,Good Vibes Studio.,40721433,Danny,Bronx,Throgs Neck,40.826240000000006,-73.82463,Private room,86,1,46,2020-03-12,1.63,1,89
21122874,Private Room w/ Queen Bed & Twin Bed,152353924,Dominique,Bronx,Parkchester,40.83408,-73.87419,Private room,31,3,40,2020-03-12,1.39,4,220
38261803,Private room in prime Downtown Manhattan,290777872,Zelda,Manhattan,Financial District,40.705690000000004,-74.00686,Private room,98,1,39,2020-03-12,6.16,2,210
17809310,Cozy guest room in Brooklyn,10714931,Nick,Brooklyn,Crown Heights,40.671640000000004,-73.95326,Private room,40,3,37,2020-03-12,1.02,4,72
39320355,Deluxe cozy bedroom steps away from Times Square!,297240751,Adrian,Manhattan,Hell's Kitchen,40.75999,-73.99056999999999,Private room,60,1,37,2020-03-12,7.45,1,173
21644783,Cozy Room in the heart of Bushwick,26738513,Malachi,Brooklyn,Bushwick,40.6929,-73.91681,Private room,32,3,35,2020-03-12,1.47,1,76
38462597,Amazing Private Room*E&F 1 Minute Away!,141847712,Ing,Queens,Kew Gardens,40.71196,-73.83225999999999,Private room,79,1,34,2020-03-12,5.64,3,150
39320317,Luxury Spacious Room very close to Times Square,297222629,Adrian,Manhattan,Hell's Kitchen,40.76017,-73.99161,Private room,60,1,31,2020-03-12,6.08,2,186
33515760,Cozy vibes next to Prospect Park/Botanical Gardens,855437,Ronni,Brooklyn,Prospect-Lefferts Gardens,40.66277,-73.9574,Private room,75,2,30,2020-03-12,2.87,1,48
34643695,1B. Studio & Stay. 30 minutes to Midtown Manhattan,37678939,Chantal,Bronx,Claremont Village,40.83513,-73.91093000000001,Private room,50,2,30,2020-03-12,3.01,2,62
34943129,Small bedroom in cozy Inwood top floor apartment!,55040763,Jenn And Dan,Manhattan,Washington Heights,40.85911,-73.93087,Private room,50,2,28,2020-03-12,2.94,1,38
36073384,Private Room In Hamilton Heights Manhattan,23773167,Ashley,Manhattan,Harlem,40.8221,-73.95362,Private room,70,2,28,2020-03-12,3.33,1,192
8785041,Private Suite w/Separate Entrance,7625699,Chris,Brooklyn,Gravesend,40.59564,-73.99593,Private room,58,2,27,2020-03-12,0.52,1,164
33740728,Quiet and comfy Room in the heart of Williamsbourg,22620829,Imma,Brooklyn,Williamsburg,40.71102,-73.95829,Private room,80,2,27,2020-03-12,2.48,1,74
38747138,JUNIOR SUITE AT THE 3,37347240,Octavia,Manhattan,East Harlem,40.791920000000005,-73.9462,Private room,73,2,27,2020-03-12,4.68,3,202
39487415,Chic private room in historic Brooklyn townhouse,117645326,Alexis,Brooklyn,Prospect-Lefferts Gardens,40.66316,-73.95629,Private room,60,2,26,2020-03-12,5.69,1,57
40148509,A-20. Super Fire Condo,110638700,Shannon,Brooklyn,Cypress Hills,40.67896,-73.89324,Private room,86,1,25,2020-03-12,8.15,1,37
7664066,Cheerful Private Bedroom 5min to F & N Trains,17466612,Tanya,Brooklyn,Bensonhurst,40.6089,-73.97865999999999,Private room,43,2,24,2020-03-12,0.49,2,96
16325781,Room at Home in Lower East Side,3173147,Andrea,Manhattan,Lower East Side,40.71833,-73.98555999999999,Private room,95,4,23,2020-03-12,0.71,2,179
38438260,Astoria Single room,291665609,Alan,Queens,Astoria,40.76684,-73.92452,Private room,63,1,23,2020-03-12,3.77,18,365
39112662,“Home away from Home”Master BRw/Half BTH 12min/JFK,181510754,Corey,Queens,Laurelton,40.67934,-73.74143000000001,Private room,75,1,23,2020-03-12,4.69,2,344
19788577,Bushwick Landing Pad,36952002,Debra,Brooklyn,Bushwick,40.687870000000004,-73.91305,Private room,35,2,21,2020-03-12,0.71,1,7
7115984,Spacious studio apartment in Brooklyn,16929791,Tijana,Brooklyn,Columbia St,40.68376,-74.00386999999999,Private room,90,3,20,2020-03-12,1.08,2,32
19744691,Townhouse with  private bathroom and lush backyard,8162588,Kristen,Brooklyn,Crown Heights,40.672259999999994,-73.92477,Private room,40,3,19,2020-03-12,0.58,1,0
22341308,Spacious Room With Private Entrance!,155109689,Dolores,Brooklyn,Greenpoint,40.73322,-73.95177,Private room,121,1,19,2020-03-12,0.71,1,115
38719520,1 min from the station! 20 min to Manhattan!,55468128,Shomaker,Brooklyn,Bedford-Stuyvesant,40.69045,-73.95647,Private room,55,1,18,2020-03-12,4.0,7,320
40240882,⭐️ SUPER HOST: Clean & Cozy Stay Near Manhattan ⭐️,173687796,Ian,Queens,Rego Park,40.72343,-73.85998000000001,Private room,70,1,18,2020-03-12,5.14,2,167
6502954,NICEQUIET10 MINUTES TO TIME SQUARE.,17344881,El,Manhattan,Harlem,40.80454,-73.95133,Private room,90,3,17,2020-03-12,0.29,3,332
10509662,Spacious bedroom available in SoHo,8255336,Darren,Manhattan,SoHo,40.72302,-74.00487,Private room,82,5,17,2020-03-12,0.35,3,12
23640174,Private Room In Shared Living House- For 1 Guest,152353924,Dominique,Bronx,Parkchester,40.83565,-73.87413000000001,Private room,29,3,16,2020-03-12,0.66,4,31
39225362,Spacious Oasis in Brownstone Coop at a 5★ Location,6556741,Thomas,Brooklyn,Bedford-Stuyvesant,40.68014,-73.95608,Private room,85,1,16,2020-03-12,3.14,4,48
41568190,Traveling Nurses/ Doctors- 5 min walk to Einstein!,123063094,Emily,Bronx,Morris Park,40.84785,-73.84683000000001,Private room,60,1,16,2020-03-12,8.73,1,93
37990220,Sun-drenched room in the heart of Fort Greene,235504260,Anna Louise,Brooklyn,Clinton Hill,40.692609999999995,-73.96733,Private room,60,2,15,2020-03-12,2.22,1,72
39813821,Gorgeous Bedroom in Upper West Side,103556381,Noureldin,Manhattan,Upper West Side,40.7992,-73.96374,Private room,85,1,14,2020-03-12,3.31,4,357
21682924,Spacious Escape in the Heart of Greenwich Village,647100,Kevin,Manhattan,Greenwich Village,40.73247,-73.99998000000001,Private room,130,3,13,2020-03-12,0.46,1,11
37149185,Lovely room in the center of Williamsburg!,2551396,Agathe,Brooklyn,Williamsburg,40.716570000000004,-73.9565,Private room,75,1,12,2020-03-12,1.63,1,9
39262054,1 minute from Times Square Exclusive Luxury Room,283511343,Adel,Manhattan,Theater District,40.75946,-73.98607,Private room,180,2,12,2020-03-12,2.73,1,240
40470374,“Comfy Cove” 12MIN/JFK,181510754,Corey,Queens,Laurelton,40.67436,-73.74324,Private room,50,1,12,2020-03-12,3.64,2,338
41509781,Cozy and Quiet Apartment nearby Astoria Park,326684220,Robert,Queens,Astoria,40.773709999999994,-73.92525,Private room,51,1,11,2020-03-12,7.86,2,185
38425691,A nice room,71483897,Roxanne,Brooklyn,Bedford-Stuyvesant,40.69427,-73.9321,Private room,48,5,10,2020-03-12,1.76,2,339
40598227,Very quite and clean place,171446547,Xiomara,Staten Island,Port Richmond,40.62822,-74.13123,Private room,75,1,10,2020-03-12,3.7,1,172
41241319,Lily’s house !  ❤️ NO CLEANING FEE ❤️.  WiFi free !,201174295,Liliana,Queens,Flushing,40.76504,-73.8217,Private room,15,1,10,2020-03-12,4.62,1,180
39317132,Brooklyn Bright Loft,2299257,Daniel,Brooklyn,Williamsburg,40.71528,-73.9454,Private room,130,1,9,2020-03-12,1.93,2,44
39885001,Cozy Hudson Heights,189627293,Raul,Manhattan,Washington Heights,40.8523,-73.94036,Private room,75,1,9,2020-03-12,2.14,1,158
38523530,Spacious Private Room in Brooklyn,14498577,Navila,Brooklyn,Bedford-Stuyvesant,40.68319,-73.91595,Private room,45,1,8,2020-03-12,1.35,1,50
10835002,Private Room In Bushwick Flat w/ Private Bathroom,56108071,Justin,Brooklyn,Bushwick,40.68377,-73.91038,Private room,120,2,7,2020-03-12,0.35,2,319
42004116,RELAX & SECURITY,332762834,Oscar,Queens,Maspeth,40.735690000000005,-73.89163,Private room,40,1,7,2020-03-12,5.68,1,341
41670137,❤️a cozy bedroom with its own bathroom,169413988,Vickie,Queens,Elmhurst,40.74303,-73.89010999999999,Private room,38,1,6,2020-03-12,3.53,6,54
40236593,Freedom room,195609031,Hela,Brooklyn,Clinton Hill,40.696940000000005,-73.96946,Private room,55,1,5,2020-03-12,1.34,2,72
38623329,Cozy Bushwick Home,293781703,Nandani,Brooklyn,Bushwick,40.70258,-73.91379,Private room,33,2,4,2020-03-12,1.12,2,336
41839599,Banksy Retreat @ Upper East Side,330281072,Hao Jun,Manhattan,Upper East Side,40.7707,-73.9481,Private room,89,1,4,2020-03-12,3.43,2,164
42380790,Queen Size Bedroom,197372149,Nour,Manhattan,Harlem,40.81389,-73.94861999999999,Private room,70,1,4,2020-03-12,4.0,1,166
73246,Cozy private room near Columbia U.,368364,Andre,Manhattan,Upper West Side,40.80375,-73.96609000000001,Private room,60,2,3,2020-03-12,1.2,1,53
36106385,Cozy Bedroom in the heart of the Upper East Side,135117026,Kerri,Manhattan,Upper East Side,40.77922,-73.95357,Private room,110,5,3,2020-03-12,0.38,1,52
41933554,Cozy room in Upper Manhattan,49481890,Alvaro,Manhattan,Washington Heights,40.83533,-73.94582,Private room,49,5,3,2020-03-12,3.0,2,129
41031109,Sunlit & Blissful BR w Private Bath in Greenpoint!,4030621,Rob,Brooklyn,Greenpoint,40.73133,-73.95073000000001,Private room,78,1,2,2020-03-12,0.8,1,38
