id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27200105,Spacious brand new apartment in Brooklyn,416361,O,Brooklyn,Bedford-Stuyvesant,40.68036,-73.94587,Private room,150,3,2,2019-10-18,0.1,1,94
30746531,One bedroom in Clinton Hill/Bedstuy,48827403,Ivanna,Brooklyn,Bedford-Stuyvesant,40.68578,-73.94933,Private room,160,2,2,2019-10-18,0.37,1,362
37322740,Bright penthouse room in modern Bushwick apartment,15624518,Munir,Brooklyn,Bushwick,40.70047,-73.92456999999999,Private room,100,1,2,2019-10-18,0.37,1,0
39173096,Michelle's house,130082352,媛媛 Michelle,Queens,Howard Beach,40.66162,-73.84161999999999,Private room,159,1,2,2019-10-18,0.38,1,0
39288788,Beautiful Apartment in Murray Hill,31021293,Jordan,Manhattan,Kips Bay,40.74208,-73.97861,Private room,300,1,1,2019-10-18,0.2,1,0
12252205,PRIME EAST VILLAGE BEDROOM,4534893,Alex,Manhattan,East Village,40.72553,-73.98831,Private room,130,2,49,2019-10-17,1.03,4,330
26037255,Private Room! AMAZING area in SoHo!,192951036,Jasmine,Manhattan,West Village,40.72918,-74.00482,Private room,209,1,49,2019-10-17,2.3,10,0
21139541,Tidy Cozy Room  separate entrance  paid parking,120767920,Jimmy &Cindy,Queens,Flushing,40.7557,-73.81237,Private room,43,2,47,2019-10-17,1.57,10,85
16098175,Writers Paradise 3 NYC,104927746,Amardeep,Staten Island,Concord,40.597190000000005,-74.08754,Private room,32,25,25,2019-10-17,0.72,3,195
8250280,Zee's Brooklyn nest,9775058,Nazifa,Brooklyn,Kensington,40.64125,-73.9763,Private room,70,2,14,2019-10-17,1.28,1,0
2250790,Private room on the UWS,11494661,Maayan,Manhattan,Upper West Side,40.79891,-73.96705,Private room,89,3,13,2019-10-17,0.24,1,29
33584724,Comfy’s Bedroom Close to Subway,120763629,Mei,Brooklyn,Bath Beach,40.60615,-74.00315,Private room,49,2,4,2019-10-17,0.36,2,293
38494580,Privet Room in the heart of time square!,289944815,Nutchaya,Manhattan,Hell's Kitchen,40.76531,-73.99306999999999,Private room,100,1,3,2019-10-17,0.55,2,8
29946757,COZY ONE BEDROOM IN BROOKLYN,4170464,Sonia,Brooklyn,Bedford-Stuyvesant,40.689009999999996,-73.92826,Private room,60,60,2,2019-10-17,0.36,1,363
19069726,Greenpoint Gem: top floor like private home,38217925,Lily,Brooklyn,Greenpoint,40.73453,-73.95795,Private room,110,5,1,2019-10-17,0.2,1,88
35634364,Large Bushwick Bedroom in Newly Renovated Aprtment,51985960,Jonathan,Brooklyn,Williamsburg,40.70748,-73.92835,Private room,40,3,1,2019-10-17,0.2,2,9
27581016,Zen Room in Prime Bushwick,23884430,Yuting,Brooklyn,Bushwick,40.69673,-73.92338000000001,Private room,55,21,81,2019-10-16,4.21,1,46
373618,Authentic designer loft/roof deck best Williamsbrg,1879389,Christina,Brooklyn,Williamsburg,40.722120000000004,-73.95696,Private room,139,4,68,2019-10-16,0.7,2,90
22789917,Private room in colorful Brooklyn neighborhood,44862267,Herman,Brooklyn,Williamsburg,40.70283,-73.93788,Private room,30,3,35,2019-10-16,1.37,1,41
35875858,#3 LOFT PrivateRoom KINGBed 5mile JFK byHotel-Like,263504959,David,Queens,Woodhaven,40.69298,-73.86395999999999,Private room,39,1,32,2019-10-16,3.58,8,92
33605568,Union Square Private Double & Single Bed w/ Shower,44350279,Jp,Manhattan,Gramercy,40.73446,-73.9867,Private room,99,2,22,2019-10-16,2.08,4,55
32770484,Big Gorgeous Room with A/C| Mini Fridge| Modern,192187594,Emily,Queens,Maspeth,40.72504,-73.88976,Private room,55,2,20,2019-10-16,1.64,1,72
22114333,Sun & Central Park,102011406,Ler,Manhattan,East Harlem,40.789770000000004,-73.9476,Private room,99,4,18,2019-10-16,0.68,1,9
24834058,Queens C Place,156716488,Christine,Queens,South Ozone Park,40.66872,-73.79417,Private room,48,3,17,2019-10-16,0.81,2,365
24896533,Charming Room in Spacious Clinton Hill Apartment,1005489,Caroline,Brooklyn,Clinton Hill,40.684090000000005,-73.96467,Private room,60,7,7,2019-10-16,0.66,1,156
27965166,Lovely  Sunnyside Room with a Cozy Ambiance.,137358866,Kaz,Queens,Sunnyside,40.73749,-73.9205,Private room,41,30,2,2019-10-16,0.11,136,225
38695210,Private Room (w/ backyard) - 1st floor (Brooklyn),295733671,Jad,Brooklyn,Bedford-Stuyvesant,40.685140000000004,-73.9304,Private room,32,2,2,2019-10-16,0.39,2,0
15679326,豪华套间,101276529,Tracy,Queens,Flushing,40.75558,-73.83343,Private room,96,1,80,2019-10-15,1.99,1,357
2089226,2 BEDS SALE!! IN PRIVATE BEDROOM NEAR MANHATTAN!,8452639,C S,Brooklyn,Flatbush,40.64717,-73.96189,Private room,69,2,70,2019-10-15,0.94,3,365
22885310,MODERN AND BEAUTIFUL  BROOKLYN,103745233,Luiz,Brooklyn,Crown Heights,40.67346,-73.93295,Private room,60,1,61,2019-10-15,2.36,2,162
10021680,Experience the Diversity of Queens!,51458776,Frankie,Queens,Jackson Heights,40.75161,-73.88315,Private room,60,3,51,2019-10-15,1.05,1,178
23230793,Private Room;Loft bed;Cozy and Safe 15 MinTimes Sq,172837223,Erin V.,Queens,Sunnyside,40.73301,-73.92023,Private room,99,14,44,2019-10-15,1.75,4,90
13528101,Perfect NYC neighborhood! 15 min. to Central Park!,66981456,Iris,Manhattan,Upper East Side,40.77512,-73.95254,Private room,110,6,37,2019-10-15,0.89,1,116
26958633,Cozy room,202833337,Vancila,Queens,Cambria Heights,40.696979999999996,-73.72962,Private room,40,1,27,2019-10-15,1.38,1,364
35539920,#1 Private Room KING Bed 5mile JFK by Hotel-Like,263504959,David,Queens,Woodhaven,40.69158,-73.86578,Private room,45,1,25,2019-10-15,2.84,8,92
23958542,Cozy Corner,180154611,Marlyn,Brooklyn,Canarsie,40.638059999999996,-73.90024,Private room,49,2,21,2019-10-15,0.99,3,358
7174361,2 BEDROOM APT IN MANHATTAN midtown SLEEPS 5 GUESTS,37579015,Ana,Manhattan,Hell's Kitchen,40.75788,-73.99223,Private room,250,2,20,2019-10-15,0.37,3,112
33714755,Comfy Room w Private Bath in Bay Ridge (Room C),88171838,Kimi,Brooklyn,Bay Ridge,40.63521,-74.03197,Private room,75,2,20,2019-10-15,1.86,4,157
22327622,Teranga (Hospitality) in Brooklyn,25188010,Liz,Brooklyn,Bedford-Stuyvesant,40.685559999999995,-73.95416999999999,Private room,55,3,18,2019-10-15,0.67,1,81
28543617,Private room in Airy Harlem Penthouse,7147060,Kathleen,Manhattan,Harlem,40.80256,-73.95581,Private room,100,2,14,2019-10-15,0.79,2,90
32789884,Sunny br. & full kitchen efficiency private room,4361061,Abrm,Queens,Astoria,40.77122,-73.92326,Private room,75,1,13,2019-10-15,1.11,2,19
13174455,Brooklyn room in a New Bldg - 20mns from Manhattan,73643860,Aicha,Brooklyn,Bedford-Stuyvesant,40.68846,-73.92155,Private room,65,2,10,2019-10-15,0.95,1,42
29656859,PETRA=PEACE.CHRISTIAN HOME.*FEMALE PREFERRED*,223219744,Dina,Queens,Jamaica,40.69441,-73.78954,Private room,60,2,8,2019-10-15,0.55,1,132
29937919,Harlem Heights Double Suites,39174150,Keanna,Manhattan,Harlem,40.82528,-73.95313,Private room,215,2,8,2019-10-15,0.52,3,32
30292454,Cozy Sunlit Spacious Bedroom (PURPLE ROOM),119051571,Sou,Brooklyn,Clinton Hill,40.69319,-73.96093,Private room,41,1,7,2019-10-15,0.67,2,89
36629384,Well lit bedroom available in downtown NYC,188433028,Natasha,Manhattan,East Village,40.73299,-73.98688,Private room,100,2,5,2019-10-15,0.63,1,88
37706708,Bright Bushwick Bedroom with Private Terrace,284997551,Bradley,Brooklyn,Bushwick,40.6959,-73.90826,Private room,85,1,5,2019-10-15,0.78,1,0
34316644,Yellow  ButterFly,145878384,Denise,Brooklyn,East Flatbush,40.65607,-73.92942,Private room,110,5,4,2019-10-15,0.58,7,365
38018139,East Harlem Room w/ private entrance,27290471,Giannina,Manhattan,East Harlem,40.787440000000004,-73.9464,Private room,92,4,3,2019-10-15,0.54,1,88
29539744,Amazing Bedroom in Brooklyn Him-1R-3,216235179,Nina,Brooklyn,Bushwick,40.70156,-73.91913000000001,Private room,53,30,2,2019-10-15,0.33,23,365
37422251,Elevator building/Master room/6mins walk to subway,8288419,Jason,Brooklyn,Borough Park,40.64649,-73.99596,Private room,55,2,2,2019-10-15,0.38,7,353
38237115,Make my home your home,142505977,Eyana,Brooklyn,Bedford-Stuyvesant,40.68094,-73.92761999999999,Private room,90,2,1,2019-10-15,0.2,1,0
38609434,Spacious and Confortable at affordable price.,293483235,Adenrele,Brooklyn,East Flatbush,40.6497,-73.9267,Private room,80,5,1,2019-10-15,0.2,1,257
39219978,Private 1 bedroom in large Bed Stuy apartment,4193587,Akoma,Brooklyn,Bedford-Stuyvesant,40.68507,-73.93423,Private room,55,2,1,2019-10-15,0.2,1,0
10369047,纽约之家(Sunny Home1),27673980,Amy,Queens,Flushing,40.74537,-73.83252,Private room,50,1,103,2019-10-14,2.04,8,87
1121502,ART HOUSE VAULT,5942292,@ Art House Monique,Brooklyn,Bedford-Stuyvesant,40.68266,-73.94009,Private room,60,1,66,2019-10-14,0.79,2,73
32450910,Large Private Room near Central Park with Key,243026919,Kiara,Manhattan,East Harlem,40.80584,-73.94066,Private room,79,1,47,2019-10-14,4.48,2,69
23624930,Lisa's Comfort Zone,176763105,Lisa,Queens,Jamaica,40.6743,-73.78471,Private room,70,1,42,2019-10-14,1.82,1,1
23092889,Cute private bedroom and bathroom - Bushwick,2213846,Marti,Brooklyn,Bushwick,40.70114,-73.91705,Private room,70,2,40,2019-10-14,1.58,2,0
3652230,Bay Beauty - Room On The Water!,681225,Haya,Queens,Rockaway Beach,40.5903,-73.8143,Private room,113,2,39,2019-10-14,0.69,1,365
4984951,Home Away From Home,23570473,James,Brooklyn,Crown Heights,40.6726,-73.95364000000001,Private room,79,1,38,2019-10-14,0.64,3,303
4572174,Room in Gorgeous Brownstone filled w/light & love,1587230,Shaya,Brooklyn,Bedford-Stuyvesant,40.68501,-73.92896,Private room,75,1,31,2019-10-14,0.71,1,0
7132891,Bohemian & Chic Apartment.,23988743,Rachid,Brooklyn,Bushwick,40.69319,-73.92375,Private room,75,2,24,2019-10-14,0.43,1,362
27106745,New York City-Spacious Private Bedroom,203855380,Sheryl,Manhattan,East Village,40.72327,-73.98105,Private room,160,2,24,2019-10-14,1.21,1,0
2108424,Sunny Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,40.69636,-73.91138000000001,Private room,79,1,22,2019-10-14,0.31,2,286
9366256,Upper East Side Room w/ River View!,10549294,Mona,Manhattan,Upper East Side,40.770270000000004,-73.94875,Private room,65,3,19,2019-10-14,0.37,2,0
436824,Room in Harlem,200243,Laetitia,Manhattan,Harlem,40.827259999999995,-73.9444,Private room,65,1,18,2019-10-14,0.28,2,330
25010171,sunshine,159027993,Michelle,Queens,Flushing,40.76106,-73.81279,Private room,48,1,15,2019-10-14,0.67,2,179
20044802,AG's Palace 3,121612198,Maura,Brooklyn,Canarsie,40.64138,-73.91488000000001,Private room,98,1,14,2019-10-14,0.45,4,365
32302579,Charming 1 bedroom for female guest,1283375,Shalini,Brooklyn,Prospect Heights,40.67414,-73.9662,Private room,65,2,14,2019-10-14,1.08,1,81
20440757,GREEN  OASIS,145878384,Denise,Brooklyn,East Flatbush,40.655190000000005,-73.92961,Private room,80,3,11,2019-10-14,0.36,7,364
25666271,Best Area Times Square-Hudson Yards BedRoom - 21B4,190921808,John,Manhattan,Hell's Kitchen,40.75374,-73.99517,Private room,99,1,11,2019-10-14,0.57,49,363
28368234,Harlem apartment,214175454,Mohamed,Manhattan,Harlem,40.82332,-73.93979,Private room,65,1,11,2019-10-14,0.61,1,89
843491,Quick travel to NYC! Spacious with Private Bath 1,4241953,Celeste,Queens,Flushing,40.760740000000006,-73.80969,Private room,80,3,10,2019-10-14,0.18,4,363
27899019,Affordable quite private room in Fresh Meadows,23120620,Jackie,Queens,Flushing,40.738209999999995,-73.81006,Private room,64,1,10,2019-10-14,0.56,5,0
34808422,Vibrant Spacious Artist Friendly Apt in Brooklyn!,7952814,Imani,Brooklyn,Bedford-Stuyvesant,40.69064,-73.95664000000001,Private room,100,2,9,2019-10-14,0.95,1,72
31806593,High ceilings  private room  with record player,191084919,Brian,Brooklyn,Bedford-Stuyvesant,40.68434,-73.93712,Private room,70,1,8,2019-10-14,0.74,1,0
35010433,温馨旅店(2),263740985,Yongqiu,Queens,Flushing,40.75291,-73.83135,Private room,80,1,8,2019-10-14,0.85,3,363
22061175,A stylish private room to relax 15 min from jfk,160940380,Adeola,Queens,St. Albans,40.69965,-73.74993,Private room,80,2,7,2019-10-14,0.32,4,364
38134421,NURTURING Spacious Room Downtown Flushing,167241670,Shweta,Queens,Flushing,40.7539,-73.81969000000001,Private room,105,1,6,2019-10-14,0.92,1,365
30821860,Cozy 1 person bedroom in Fancy neighborhood,13126043,Carolle,Manhattan,Midtown,40.743120000000005,-73.98447,Private room,89,5,5,2019-10-14,0.34,2,0
31902,Sanctuary in East Flatbush,137292,Sunder,Brooklyn,Flatlands,40.631879999999995,-73.93248,Private room,77,2,4,2019-10-14,0.03,1,174
26029677,Your perfect space to all New York has to offer!,14860389,Laura,Brooklyn,Greenpoint,40.7374,-73.95666,Private room,120,3,4,2019-10-14,0.33,1,87
37569545,Large Queen Bedroom,237516549,Ajdin,Queens,Long Island City,40.7533,-73.93417,Private room,99,1,4,2019-10-14,0.59,4,151
38019249,Cozy room in queens,288418880,Sun Lie,Queens,Elmhurst,40.73918,-73.87465999999999,Private room,80,2,4,2019-10-14,0.65,1,4
38668897,Queen place,78155240,Gunawan,Queens,Elmhurst,40.736470000000004,-73.87588000000001,Private room,50,2,4,2019-10-14,0.67,1,0
35190170,Private Room in Cozy Prospect Park Apartment,10449710,Cat,Brooklyn,Prospect-Lefferts Gardens,40.65994,-73.95969000000001,Private room,75,3,3,2019-10-14,0.48,1,0
35903391,1 Bedroom in a Washington Heights Apartment,129301317,Natalie,Manhattan,Washington Heights,40.84191,-73.93705,Private room,50,3,3,2019-10-14,0.35,1,0
37251422,1 BR in Park Slope fully furnished,2138902,Asher,Brooklyn,Gowanus,40.66635,-73.99351,Private room,60,2,3,2019-10-14,0.39,2,0
38525461,大套房带车位,156575069,George,Queens,Flushing,40.766999999999996,-73.8254,Private room,180,1,3,2019-10-14,0.56,3,84
32563657,94TH STREET 3BR-3BA SUITE WITH DOORMAN-GYM,123745971,Especial,Manhattan,Upper East Side,40.78399,-73.94725,Private room,1100,1,2,2019-10-14,0.21,7,347
35569130,Crescent Room_2,265057419,Dameon,Brooklyn,East New York,40.67072,-73.86946999999999,Private room,58,3,2,2019-10-14,0.36,2,363
36944517,Private room in a beautiful house (Subway 3&4),277718857,Eden,Brooklyn,Crown Heights,40.66943,-73.92148,Private room,48,1,2,2019-10-14,0.27,3,60
15422352,Private Room + Private .5 Bath  - West Harlem,62852828,Latrisha,Manhattan,Harlem,40.82415,-73.95283,Private room,200,2,1,2019-10-14,0.2,2,89
24888436,A Hidden gem in the heart of Washington Heights,188160057,Kristi,Manhattan,Washington Heights,40.8483,-73.93115,Private room,125,3,1,2019-10-14,0.2,1,363
27551182,Big Lofty Apartment with Beautiful Rooftop,14727039,Alexandra,Brooklyn,Williamsburg,40.716840000000005,-73.94565,Private room,165,3,1,2019-10-14,0.2,2,0
35710965,Charming Authentic NYC Home 12 min to Manhattan,10061222,Rob,Queens,Astoria,40.75909,-73.92227,Private room,95,30,1,2019-10-14,0.2,1,257
38408857,Private Room with bunk bed Next to N Train,198021963,Thomas,Brooklyn,Borough Park,40.62,-73.98871,Private room,50,2,1,2019-10-14,0.2,4,0
38752577,Casa Z 2a,31534322,Nia,Queens,Long Island City,40.74682,-73.94601999999999,Private room,111,2,1,2019-10-14,0.2,5,40
38797417,Joe's City Block Apartments,296771080,Joseph,Brooklyn,East Flatbush,40.65899,-73.92156,Private room,70,1,1,2019-10-14,0.2,2,179
38845028,Chunnu Miya’s square,297412282,Aseem,Manhattan,Upper West Side,40.792120000000004,-73.97565999999999,Private room,150,1,1,2019-10-14,0.2,1,71
39131261,Private room and fairy-lit yard oasis!,12625398,Marcela,Brooklyn,Bushwick,40.70637,-73.91924,Private room,52,3,1,2019-10-14,0.2,1,0
39131643,Big bedroom with office and sunlight,152489030,Alexander,Queens,Glendale,40.70366,-73.89356,Private room,43,1,1,2019-10-14,0.2,5,256
4550602,Cozy & Clean #3,23533897,Fatou,Brooklyn,Crown Heights,40.6759,-73.95274,Private room,150,28,85,2019-10-13,1.35,6,365
12130236,Cozy studio steps to the beach,65096495,Eric,Queens,Belle Harbor,40.579409999999996,-73.84844,Private room,225,1,42,2019-10-13,0.9,1,365
757187,Brooklyn Charm in Clinton Hill,209647,Jorge,Brooklyn,Clinton Hill,40.68468,-73.96303,Private room,50,4,35,2019-10-13,0.39,1,250
8741124,Tree-lined Brooklyn Getaway,37413524,Lucie,Brooklyn,Midwood,40.61182,-73.96764,Private room,70,2,34,2019-10-13,0.63,1,364
4047638,NYC-Great Cost x Benefit-Huge Room-Next to Subway.,20987432,Valeria,Queens,Astoria,40.7653,-73.92661,Private room,69,4,27,2019-10-13,0.4,1,313
22635815,Stylish Bedroom In Washington Heights Manhattan.,26101123,Ken,Manhattan,Washington Heights,40.83558,-73.9404,Private room,38,2,26,2019-10-13,1.06,1,0
34334609,ROOM # 6 near to JFK & LGA airport,258589420,Ariolfo,Queens,Richmond Hill,40.68797,-73.83351,Private room,58,1,26,2019-10-13,2.48,4,150
17808825,AG's Palace 1,121612198,Maura,Brooklyn,Canarsie,40.6427,-73.91266,Private room,98,1,24,2019-10-13,0.7,4,365
26788437,Big Private Room In the Heart of The East Village,201447930,Daniella,Manhattan,East Village,40.72785,-73.98684,Private room,130,5,23,2019-10-13,1.13,2,0
719914,Charming Harlem Getaway-Women Only,3715319,Crystal,Manhattan,Harlem,40.82655,-73.93943,Private room,79,3,21,2019-10-13,0.29,1,363
21998663,Quiet private room on the Upper West Side 80’s,1526608,Rebecca,Manhattan,Upper West Side,40.78642,-73.97738000000001,Private room,145,3,20,2019-10-13,0.73,1,28
33094622,BEAUTIFUL 1 BED ROOM 10 MINS FROM JFK,29349060,Ode,Queens,St. Albans,40.6853,-73.76814,Private room,55,1,20,2019-10-13,1.65,3,365
22987331,Cozy and convenient spot!,39591103,Michaela,Queens,Astoria,40.76853,-73.9172,Private room,100,1,18,2019-10-13,0.8,1,86
25476912,3rd floor: Charming 2 BR guest suite with balcony,38675275,Margaret,Queens,Belle Harbor,40.57592,-73.84823,Private room,200,2,18,2019-10-13,1.57,2,308
29522531,Private Cozy Room,14719992,Yoni,Brooklyn,Cypress Hills,40.679590000000005,-73.89209,Private room,31,1,15,2019-10-13,0.91,4,41
12294124,Friendly and Inviting Unit,66269338,Peggy,Queens,Jackson Heights,40.74838,-73.88767,Private room,95,1,14,2019-10-13,0.3,4,303
26356921,Bedroom New York City Center | Book It Now! - 23B2,190921808,John,Manhattan,Hell's Kitchen,40.7551,-73.99556,Private room,99,7,14,2019-10-13,0.73,49,365
31072227,Private Bedroom in Chinatown/LES,16285179,Carolina,Manhattan,Two Bridges,40.71302,-73.99405,Private room,85,2,12,2019-10-13,1.01,2,51
21197268,Nice and warm room with a Queen Size Bed!!,22784412,Stephanie,Queens,Glendale,40.70404,-73.85831999999999,Private room,43,1,11,2019-10-13,0.37,2,364
19811114,Beautiful newly renovated home-Long stays welcome!,16705993,Richard,Queens,Woodhaven,40.68958,-73.85294,Private room,70,2,10,2019-10-13,0.32,1,89
24714364,Brooklyn — The Perfect Air BnB Experience,84503565,Jason,Brooklyn,Bushwick,40.70182,-73.92922,Private room,90,1,10,2019-10-13,0.44,2,365
21739805,*Boogie Down Private and comfortable stay*,158344372,Rashida,Bronx,Wakefield,40.88688,-73.84789,Private room,70,1,8,2019-10-13,0.63,1,362
24034853,Spacious Bedroom in Prime Brooklyn Location,18168381,Jessica,Brooklyn,Bedford-Stuyvesant,40.692859999999996,-73.93235,Private room,45,3,8,2019-10-13,0.34,1,0
29586511,John Lennon Room,260537,Michelle,Manhattan,Harlem,40.81201,-73.94445999999999,Private room,65,5,7,2019-10-13,0.88,3,238
30733474,Flex Chk In Times - NYC Quick Stay,228263278,475,Manhattan,Harlem,40.8241,-73.94682,Private room,95,2,7,2019-10-13,0.55,4,180
18161036,Large private room on the Upper East Side,4240419,Haldun,Manhattan,Upper East Side,40.77681,-73.95123000000001,Private room,120,2,6,2019-10-13,0.17,2,0
28222827,Classic NYC Bedroom | 5 min to Times Square - 33C2,190921808,John,Manhattan,Hell's Kitchen,40.755340000000004,-73.99668,Private room,99,1,6,2019-10-13,0.33,49,365
34336135,SHANEL'S  2 BR Apt 5 mins from JFK,259207391,Pauline,Queens,Jamaica,40.67626,-73.79809,Private room,140,1,6,2019-10-13,0.6,3,302
36662970,PRIVATE Bedroom in Bushwick,39353885,Julian,Brooklyn,Bushwick,40.70113,-73.9154,Private room,49,2,6,2019-10-13,0.76,1,256
4641291,Room in queens covenient safe locat,24030482,Eddie,Queens,Bellerose,40.72401,-73.72901,Private room,99,1,5,2019-10-13,0.23,1,365
20116323,Enjoy Country Living in the Heart of Brooklyn,2329319,Nader,Brooklyn,Flatbush,40.631440000000005,-73.95508000000001,Private room,75,2,5,2019-10-13,0.75,2,179
22373128,Bronx Norwood Apt,163586662,Cory,Bronx,Norwood,40.87446,-73.87453000000001,Private room,187,3,5,2019-10-13,0.19,1,83
38554448,Glass window sunny room,101609386,Jimmy,Brooklyn,Bedford-Stuyvesant,40.69077,-73.92455,Private room,83,2,5,2019-10-13,0.84,1,47
28340434,Queens house bedroom 4,213111794,Desmond,Queens,Springfield Gardens,40.66556,-73.75735,Private room,180,1,3,2019-10-13,0.17,4,179
29615342,Charming Room - Upper East Side,29506135,Caroline,Manhattan,Upper East Side,40.772090000000006,-73.95235,Private room,95,7,3,2019-10-13,0.19,1,0
30801989,Wonderful room with fridge next to Manhattan,36732553,Miriam,Queens,Astoria,40.754909999999995,-73.9152,Private room,50,20,3,2019-10-13,0.28,3,72
32545866,1 female only looking to relax get some rest!,244544373,Valerie,Staten Island,Richmondtown,40.57347,-74.13145,Private room,100,1,3,2019-10-13,0.38,2,365
32861073,San Carlos Hotel Executive Junior Suite- up to 4,173685298,Janet,Manhattan,Midtown,40.75628,-73.97072,Private room,375,1,3,2019-10-13,0.3,9,365
35794273,Hope Garden,106798652,Timbrooke,Brooklyn,Bushwick,40.69554,-73.92511,Private room,130,1,3,2019-10-13,0.46,1,365
38752167,The King's Chamber in Astoria (15 minutes to NYC!),3867848,Prince,Queens,Astoria,40.76582,-73.91508,Private room,150,1,3,2019-10-13,0.54,4,0
14370793,Modern Brooklyn oasis (PRIVATE ROOM),20309640,Rameera,Brooklyn,Prospect-Lefferts Gardens,40.66216,-73.94299000000001,Private room,125,1,2,2019-10-13,0.05,1,90
31106850,Private Room in Manhattan. Diversity are Welcome!,107362574,Poli,Manhattan,Washington Heights,40.8331,-73.94006999999999,Private room,110,3,2,2019-10-13,0.35,1,89
33363343,Rooftop in the Heart of Williamsburg,7230979,Seth,Brooklyn,Williamsburg,40.71867,-73.96163,Private room,100,2,2,2019-10-13,0.2,1,26
34547269,Peaceful Private Room in Huge Brooklyn Apartment,68467026,Jahziel,Brooklyn,Crown Heights,40.67058,-73.93526,Private room,70,5,2,2019-10-13,0.21,1,365
38548283,Large Bedroom & Private Ensuite overlooking garden,45097961,Marlowe,Brooklyn,Greenpoint,40.72654,-73.95675,Private room,169,1,2,2019-10-13,0.33,2,1
39147708,Cozy room in the heart of Jackson Heights,300179454,Amtul Adil,Queens,Jackson Heights,40.75342,-73.89359,Private room,55,1,2,2019-10-13,0.39,2,101
1183005,Hostess Dawn in Brooklyn.,6471326,Dawn,Brooklyn,East Flatbush,40.64513,-73.94944,Private room,89,2,1,2019-10-13,0.19,1,365
28339747,Queens house bedroom 2,213111794,Desmond,Queens,Springfield Gardens,40.66509,-73.75863000000001,Private room,180,1,1,2019-10-13,0.19,4,179
35290565,Private bedroom with private bathroom!,265703830,Noah,Brooklyn,Bedford-Stuyvesant,40.69423,-73.94627,Private room,150,1,1,2019-10-13,0.19,1,365
37524666,Bright private room in the NEW apartment 2/3 train,283232066,Christine & Ben,Manhattan,Harlem,40.81497,-73.94440999999999,Private room,69,30,1,2019-10-13,0.19,6,365
37587516,Private Room Near Prospect Park Shared Space,21184527,Jackson,Brooklyn,Prospect-Lefferts Gardens,40.656659999999995,-73.96068000000001,Private room,75,2,1,2019-10-13,0.19,2,0
37837404,accent. Quick stay spot quiet block apt.building,286502016,Sterling,Brooklyn,Crown Heights,40.6751,-73.94619,Private room,22,1,1,2019-10-13,0.19,2,180
38701213,Airy Private Bedroom in Bushwick Broadway 2L-2,295440131,Eyal,Brooklyn,Bushwick,40.69315,-73.92801,Private room,43,100,1,2019-10-13,0.19,5,72
38979225,The Backup Plan,270562173,Hassana,Brooklyn,Bedford-Stuyvesant,40.68868,-73.93711,Private room,70,1,1,2019-10-13,0.19,2,90
39023376,The Bishop Suite at Incentra Village Hotel,241889662,Incentra Village House,Manhattan,West Village,40.736999999999995,-74.00307,Private room,499,1,1,2019-10-13,0.19,11,347
6364807,Your home away from home,33166971,Miriam,Brooklyn,Bushwick,40.6861,-73.91241,Private room,60,2,77,2019-10-12,1.31,2,82
10452,Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,Private room,70,1,75,2019-10-12,0.62,2,252
68305,Your Home Away From Home,338454,Share,Manhattan,Harlem,40.83035,-73.94933,Private room,85,15,66,2019-10-12,0.65,1,348
63546,Large and Cozy Private Bedroom,308652,Antonín,Brooklyn,Kensington,40.641059999999996,-73.97426,Private room,39,1,46,2019-10-12,0.43,2,365
32366042,Huge Private Room near Central Park with KEY,243026919,Kiara,Manhattan,East Harlem,40.808009999999996,-73.94011,Private room,85,1,38,2019-10-12,3.61,2,99
10438662,Kick Back and Relax in this Oasis,53773419,Wesleyan,Brooklyn,Bedford-Stuyvesant,40.69363,-73.94805,Private room,70,3,34,2019-10-12,0.69,1,365
21364301,Wonderful Private Room with Spacious Outdoor Patio,103850896,Ashley,Brooklyn,Williamsburg,40.71817,-73.94289,Private room,65,2,27,2019-10-12,0.94,2,0
9674869,Cozy room in Chic Apt Astoria NY,49620552,Raul,Queens,Astoria,40.76933,-73.91164,Private room,49,1,18,2019-10-12,0.35,5,323
29338559,Cozy Room for Rent very close to Manhattan,4666670,Jeanny,Queens,Astoria,40.769020000000005,-73.91856,Private room,50,5,15,2019-10-12,0.89,4,347
36177711,Moroccan Lounge*,58629935,Saida,Brooklyn,Bushwick,40.6986,-73.91914,Private room,60,45,15,2019-10-12,1.74,2,180
29307957,Charming Creative Corner in Crown Heights,20976078,Amer,Brooklyn,Crown Heights,40.67516,-73.95416,Private room,90,1,14,2019-10-12,0.86,1,0
37023752,Apto pet friendly,182809034,Oscar,Queens,Ridgewood,40.70609,-73.90496,Private room,45,1,12,2019-10-12,1.57,1,347
4128428,Sunny Bedroom in quirky apartment,21416490,Elizabeth,Manhattan,Midtown,40.76119,-73.97105,Private room,250,2,11,2019-10-12,0.41,1,178
29123516,Private Bathroom & Bedroom in Williamsburg,113411637,Joel,Brooklyn,Williamsburg,40.71985,-73.94264,Private room,68,3,11,2019-10-12,0.66,1,0
24833279,Queens C Place,156716488,Christine,Queens,South Ozone Park,40.669059999999995,-73.79254,Private room,60,3,6,2019-10-12,0.35,2,180
